Title,Channel,Description,Link,Views,Likes,Comments
মদ খাওয়া ছাড়ানোর উপায়। সারা জীবনের মতো মদ খাওয়া ছেড়ে দেবে। পরীক্ষিত কার্যকরী চিকিৎসা।,Jiban Rahasya,মদ খাওয়া ছাড়ানোর উপায় মদের নেশা ছাড়ানোর উপায় মদ খাওয়া ...,https://www.youtube.com/watch?v=qW7aBWFGJr0,406086,4381,876
মদের নেশা থেকে কিভাবে মুক্তি পাবেন? | Alcohol Addiction in Bangla | Dr Udayan Bhaumik,Swasthya Plus Bangla,AlcoholAddiction #BanglaHealthTips একজন ব্যক্তি যখন অনেকদিন ধরে অনেক বেশি পরিমানে ...,https://www.youtube.com/watch?v=ixKProd6YFo,339567,3664,732
মদ এৰুৱাৰ সহজ উপায়। মদ এৰোৱাক মাত্ৰ এক সপ্তাহত,Badri Bihari420,মদ এৰোৱাৰ সহজ উপায়.,https://www.youtube.com/watch?v=WFYgO10p77Y,793051,8557,1711
মদের নেশা ছাড়ানোর অব্যর্থ ঘরোয়া টোটকা || The secret way to break alcohol ! ||,Ujjal Sastri,ＬＩＫＥ | ＳＨＡＲＥ | ＣＯＭＭＥＮＴ | ＳＵＢＳＣＲＩＢＥ   মদের নেশা ছাড়ানোর অব্যর্থ ঘরোয়া ...,https://www.youtube.com/watch?v=kWqzKuRIXmE,197436,2130,426
🥂✅“অবিশ্বাস্য ঘরোয়া টোটকা – মদ ছাড়ার সহজ রহস্য”#মদছাড়ারউপায়#ঘরোয়া_টোটকা#হেলথ_টিপস Part- 102,Swapan jewellery 21,অবিশ্বাস্য ঘরোয়া টোটকা – মদ ছাড়ার সহজ ...,https://www.youtube.com/watch?v=TwHh6nv7u-E,908016,9797,1959
"মদ ছাড়ানোর উপায়, এটা করলে আজীবন মদের দিকে ফিরেও তাকাবেনা।",Jiban Rahasya,Published on মদের নেশা ছাড়ানোর উপায় যারা মদের নেশায় আসক্ত মদের নেশা ...,https://www.youtube.com/watch?v=IQXpfeK36Eo,812861,8771,1754
সাত দিনের মধ্যে নেশা দ্রব্য থেকে মুক্তি  ll খুব সহজ উপায় বাড়িতে রয়েছে সেই ওষুধ  ll,Knowledge for Good Health ,সাত দিনের মধ্যে নেশা দ্রব্য থেকে মুক্তি ll খুব সহজ উপায় বাড়িতে ...,https://www.youtube.com/watch?v=vbTWYS2UiSw,771816,8328,1665
মদের আসক্তি দূর করার জন্য একটি বেস্ট ওষুধ l A best drugs to cure alcohol addiction.,Dr.Arjun Sadhukhan,,https://www.youtube.com/watch?v=NFCXcOQe5Ck,674212,7275,1455
মদের নেশা ছাড়ানোর টোটকা করুন #shorts #shortsfeed #ytshorts #viralshorts,Joy maa kali Bangali bosikoron channel,,https://www.youtube.com/watch?v=rur1ruMGaYw,743099,8018,1603
মদ ছাড়ানোর বন ঔষধি || #natural_power #shital_goswami #tantra_mantra_yantra #ayurved #vashikaran,NATURAL POWER,,https://www.youtube.com/watch?v=kdpA1RpaIME,361328,3898,779
১৫ দিনে সরষের তেল দিয়ে মদের নেশা ছাড়ান | gopone mod charar upay | মদের নেশা কাটানোর উপায় |,Pinaki Shastri ⬆️,shrirajpinaki #মদের_নেশা_কাটানোর_উপায় #টোটকা #মদেরনেশাছাড়ানোরউপায় ...,https://www.youtube.com/watch?v=Xi-KFHNIdak,440702,4755,951
মদের নেশা ছাড়াবার অব্যর্থ হোমিওপ্যাথিক ওষুধ।#homeopathy #trending #viralshorts #viralvideo #shorts,DOCTOR CHIRANJIB MANDAL ,homeopathy #trending #viralvideo #viralshorts #youtubeshorts #shorts.,https://www.youtube.com/watch?v=o9nPfi4Du98,113495,1224,244
"মদ , সিগারেট বা অন্যান্য জিনিসের নেশা কিভাবে ছাড়া যাবে ? How to stop drinking alcohol , smoking ?",GloTube জ্ঞান,"Hiii Friends , Wellcome GloTube জ্ঞান Channel Video Description Box..... কিভাবে লম্বা হব / how to increase ...",https://www.youtube.com/watch?v=qrRc6-A6jvM,691061,7456,1491
মদ ছাড়ানোর উপায়/ Ways to get rid of alcohol || Amol Media,Amol Media,মদ ছাড়ানোর উপায়/ Ways to get rid of alcohol || Amol Media গোলাম মুরসালিন কারাবলার ...,https://www.youtube.com/watch?v=diqBAgG4elk,448053,4834,966
মদের নেশা ছাড়ানোর উপায় ।। mod charanor sohoj upai #modern #neshar #chorando #sohoje #surah,Anwarul786,মদের নেশা ছাড়ানোর উপায় ।। mod charanor sohoj upai #modern #neshar #chorando #sohoje #surah ...,https://www.youtube.com/watch?v=AW5LCkSkj60,983121,10608,2121
মদের নেশা ছাড়ান এই একটি ওষুধে || #homeocare #homeopathymedicine #quitalcohol,Homeo Clinic,ডাক্তারবাবুর সাথে সরাসরি ফোনে কথা বলুন চেম্বারের ঠিকানা :- হোমিও ...,https://www.youtube.com/watch?v=BjU_MnWadjM,855190,9227,1845
Alcohol Quit Medicine । মদ ছাড়ার উপায় কী ।,Jana Homeopathy ,"Alcohol Quit Medicine । মদ ছাড়ার উপায় কী । Please Like, Share and Subscribe This Channel । Thank You ...",https://www.youtube.com/watch?v=aTEGZa1QxMk,685401,7395,1479
মদ ছাড়ানোর সহজ উপায়।১সপ্তাহের মধ্যে মদ খাওয়া ছেড়ে দেবে। #tageshortvideo #tagelaxman biswas 123,Laxman biswas 700,,https://www.youtube.com/watch?v=W1vYs6tVwCQ,842907,9095,1819
মদের নেশা ছাড়ানোর সহজ উপায় | How To Get Rid Of Alcoholism At Home Remedies In Bengali,Health Tips Bangla 24,How To Get Rid Of Alcoholism At Home Remedies In Bengali আমাদের যোগাযোগ মাধ্যম: ...,https://www.youtube.com/watch?v=syWyj8AWiGM,702289,7578,1515
Alcohol Detox #shortvideo,Ancient Digin,,https://www.youtube.com/watch?v=y3XLDMoIR7w,255700,2759,551
Addiction Treatment in Bangladesh । এডিকশন ট্রিটমেন্ট । E01 | Virtual Bangla,Virtual Bangla,addiction treatment in bangladesh । 1st episode । এডিকশন ট্রিটমেন্ট । প্রথম পর্ব ...,https://www.youtube.com/watch?v=WTD18pf7FaA,847271,9142,1828
Addiction Recovery in Bangladesh । অন্ধকার থেকে আলোর পথে | জহরুল ইসলাম | E04 | Virtual Bangla,Virtual Bangla,Addiction Recovery in bangla । Life Script 4th episode । মাদকের অন্ধকার থেকে আলোর পথে জহরুল ...,https://www.youtube.com/watch?v=I-_N_o_4jOU,431536,4656,931
অনেকে বলে Recovery টাইমের ভাল দিনটাও Addiction টাইমের খারাপ দিনটা থেকে বাজে,Nayeem Ahmed,"The purpose of this podcast is to share stories and create awareness — to show that even after drug addiction, a person can ...",https://www.youtube.com/watch?v=hwhkoaLtfjY,207122,2234,446
&#39;ইয়াবা&#39; তিলে তিলে শেষ করে দেয়। Yaba Addiction - Physical and Psychological Effects,Health Care Bangla,'ইয়াবা' তিলে তিলে শেষ করে দেয়। Yaba Addiction - Physical and Psychological Effects আলোচনা ...,https://www.youtube.com/watch?v=gHvhteNSB5k,580224,6260,1252
Based on a true story #addiction #rehab #recovery #sober,Pinnacle Peak Recovery,,https://www.youtube.com/watch?v=1qttp9fe7sA,797629,8606,1721
True Story about recovery from Drug Addiction. নেশা-আসক্তি থেকে মুক্তির সত্যি একটি গল্প |,Rehealth TV,True Story about recovery from Drug Addiction নেশা-আসক্তি থেকে মুক্তি কি আসলেই সম্ভব?,https://www.youtube.com/watch?v=KOX80a0Zc3A,177290,1913,382
Choose life not drugs #share #addiction #viral #recovery #addictionawareness,Using My Story,,https://www.youtube.com/watch?v=fOiUgrjv_4U,572499,6177,1235
8 Stages of Change In Drug Addiction Recovery | substance use and recovery,PsychTalks ,Stage | Description ------------------------------------------------------------------------------------ | 1. Pre-Contemplation : “I don't have a problem ...,https://www.youtube.com/watch?v=3sQzRwNyQ1s,970764,10475,2095
প&#39;র্ন আ/সক্তি নেশা ও মোবাইলের আসক্তি থেকে বাঁচার সহজ উপায় | ডাক্তার নাবিল | Dr. Nabil,Ashar Alo TV,প'র্ন আ/সক্তি নেশা ও মোবাইলের আসক্তি থেকে বাঁচার সহজ উপায় | ডাক্তার ...,https://www.youtube.com/watch?v=jUcwuC9wOkI,138482,1494,298
মাদকাসক্তরাই চালাচ্ছেন মাদকাসক্ত নিরাময়কেন্দ্র ! | Rehab Center in Bangladesh | Somoy TV,SOMOY TV,RehabCenterinBangladesh নিরাময়কেন্দ্রে নির্যাতনের শিকার হয়েছেন কিন্তু ...,https://www.youtube.com/watch?v=UyePYgnlrvc,722448,7795,1559
ইয়াবার নেশা থেকে বাঁচার উপায় কী? | Yaba Drug Addiction । LSD | Counselling | Desh TV Lifestyle,Desh TV Fashion,deshtv #deshtv_lifestyle ইয়াবার নেশা থেকে বাঁচার উপায় কী? | Yaba Drug Addiction ।,https://www.youtube.com/watch?v=SnrH8S5Wan0,951118,10263,2052
Essentials: Understanding &amp; Treating Addiction | Dr. Anna Lembke,Andrew Huberman,"In this Huberman Lab Essentials episode, my guest is Dr. Anna Lembke, MD, Chief of the Stanford Addiction Medicine Dual ...",https://www.youtube.com/watch?v=i4gvIeA3RcI,118250,1275,255
How to Know If You&#39;re Addicted to Cocaine? Early Signs &amp; Symptoms | Drug Addiction Symptoms,Nirvan Hospital - Dr. Deeptanshu Agarwal,How to Know If You're Addicted to Cocaine? Early Signs & Symptoms | Drug Addiction Symptoms Roz soch rahe ho bas ek baar ...,https://www.youtube.com/watch?v=yRzgZivzze0,972848,10497,2099
Tom Holland on how alcohol addiction can fly under the radar #shorts,Jay Shetty Podcast,tomholland #jayshetty #alcohol #addiction.,https://www.youtube.com/watch?v=ucgiOqGs33A,288738,3115,623
Cocaine Addiction Recovery &amp; Brain Healing | Dr. Ferghal Armstrong on Neuroplasticity,MedHeads,Cocaine Addiction Recovery & Brain Healing | Dr. Ferghal Armstrong on Neuroplasticity If you're struggling with chronic cocaine ...,https://www.youtube.com/watch?v=g3YlvFnPlp4,134403,1450,290
Addiction Recovery in Bangladesh । অন্ধকার থেকে আলোর পথে মাইকেল সুমন | E03 | Virtual Bangla,Virtual Bangla,Addiction Recovery in bangla । Life Script 3rd episode । মাদকের অন্ধকার থেকে আলোর পথে মাইকেল ...,https://www.youtube.com/watch?v=iswbpfVKDZM,794633,8574,1714
Struggling with Addiction Recovery? Watch This!,CCAR 4recovery,"Recovery is a journey, and every step counts. In this clip, we hear an inspiring message for those new to recovery—reminding us ...",https://www.youtube.com/watch?v=yD0ZiHvW51g,157064,1694,338
